resume_text,profession
"Name: Candidate_1232. Experience: 3 years. Skills: Angular, TypeScript. Education: MBA.",Data Analyst
"Name: Candidate_1233. Experience: 12 years. Skills: AWS, DevOps. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_1234. Experience: 14 years. Skills: AWS, DevOps. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1235. Experience: 6 years. Skills: AWS, DevOps. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1236. Experience: 3 years. Skills: Excel, Admin. Education: BCA.",Embedded Engineer
"Name: Candidate_1237. Experience: 4 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1238. Experience: 1 years. Skills: R, Statistics. Education: MBA.",Backend Developer
"Name: Candidate_1239. Experience: 2 years. Skills: PHP, Laravel. Education: MCA.",Virtual Assistant
"Name: Candidate_1240. Experience: 7 years. Skills: JavaScript, React. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_1241. Experience: 13 years. Skills: Node.js, MongoDB. Education: MBA.",Embedded Engineer
"Name: Candidate_1242. Experience: 1 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_1243. Experience: 10 years. Skills: AWS, DevOps. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1244. Experience: 5 years. Skills: Excel, Admin. Education: BCA.",Data Scientist
"Name: Candidate_1245. Experience: 14 years. Skills: Java, Spring. Education: B.Sc in IT.",Product Manager
"Name: Candidate_1246. Experience: 2 years. Skills: Angular, TypeScript. Education: B.Com.",Data Scientist
"Name: Candidate_1247. Experience: 2 years. Skills: JavaScript, React. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_1248. Experience: 13 years. Skills: Node.js, MongoDB. Education: MBA.",Product Manager
"Name: Candidate_1249. Experience: 4 years. Skills: Angular, TypeScript. Education: BCA.",Frontend Developer
"Name: Candidate_1250. Experience: 9 years. Skills: R, Statistics. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1251. Experience: 15 years. Skills: C++, IoT. Education: MCA.",Virtual Assistant
"Name: Candidate_1252. Experience: 8 years. Skills: C++, IoT. Education: M.Tech.",DevOps Engineer
"Name: Candidate_1253. Experience: 13 years. Skills: R, Statistics. Education: M.Tech.",Data Scientist
"Name: Candidate_1254. Experience: 11 years. Skills: Node.js, MongoDB. Education: MCA.",Data Analyst
"Name: Candidate_1255. Experience: 12 years. Skills: C++, IoT. Education: B.Com.",Backend Developer
"Name: Candidate_1256. Experience: 0 years. Skills: AWS, DevOps. Education: MBA.",Embedded Engineer
"Name: Candidate_1257. Experience: 10 years. Skills: Excel, Admin. Education: B.Com.",DevOps Engineer
"Name: Candidate_1258. Experience: 8 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_1259. Experience: 4 years. Skills: JavaScript, React. Education: MBA.",Virtual Assistant
"Name: Candidate_1260. Experience: 2 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1261. Experience: 0 years. Skills: C++, IoT. Education: M.Tech.",Data Scientist
"Name: Candidate_1262. Experience: 12 years. Skills: AWS, DevOps. Education: M.Tech.",Data Analyst
"Name: Candidate_1263. Experience: 10 years. Skills: Angular, TypeScript. Education: B.Com.",Backend Developer
"Name: Candidate_1264. Experience: 14 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Product Manager
"Name: Candidate_1265. Experience: 11 years. Skills: Excel, Admin. Education: Diploma in CS.",Product Manager
"Name: Candidate_1266. Experience: 13 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_1267. Experience: 8 years. Skills: JavaScript, React. Education: M.Tech.",Product Manager
"Name: Candidate_1268. Experience: 14 years. Skills: C++, IoT. Education: BCA.",Virtual Assistant
"Name: Candidate_1269. Experience: 11 years. Skills: AWS, DevOps. Education: MBA.",Data Scientist
"Name: Candidate_1270. Experience: 6 years. Skills: JavaScript, React. Education: MBA.",Data Analyst
"Name: Candidate_1271. Experience: 13 years. Skills: AWS, DevOps. Education: M.Tech.",Product Manager
"Name: Candidate_1272. Experience: 10 years. Skills: R, Statistics. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1273. Experience: 4 years. Skills: AWS, DevOps. Education: MCA.",Data Scientist
"Name: Candidate_1274. Experience: 5 years. Skills: R, Statistics. Education: B.Com.",DevOps Engineer
"Name: Candidate_1275. Experience: 1 years. Skills: Node.js, MongoDB. Education: B.Com.",Embedded Engineer
"Name: Candidate_1276. Experience: 12 years. Skills: Excel, Admin. Education: M.Tech.",Frontend Developer
"Name: Candidate_1277. Experience: 6 years. Skills: PHP, Laravel. Education: MBA.",Data Scientist
"Name: Candidate_1278. Experience: 2 years. Skills: JavaScript, React. Education: MBA.",Embedded Engineer
"Name: Candidate_1279. Experience: 5 years. Skills: C++, IoT. Education: BCA.",Backend Developer
"Name: Candidate_1280. Experience: 13 years. Skills: Angular, TypeScript. Education: B.Com.",Backend Developer
"Name: Candidate_1281. Experience: 3 years. Skills: JavaScript, React. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1282. Experience: 5 years. Skills: R, Statistics. Education: BCA.",Frontend Developer
"Name: Candidate_1283. Experience: 4 years. Skills: R, Statistics. Education: MBA.",Data Analyst
"Name: Candidate_1284. Experience: 9 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Product Manager
"Name: Candidate_1285. Experience: 10 years. Skills: R, Statistics. Education: BCA.",DevOps Engineer
"Name: Candidate_1286. Experience: 10 years. Skills: Node.js, MongoDB. Education: M.Tech.",Data Scientist
"Name: Candidate_1287. Experience: 3 years. Skills: Java, Spring. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1288. Experience: 1 years. Skills: Angular, TypeScript. Education: MCA.",DevOps Engineer
"Name: Candidate_1289. Experience: 7 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Backend Developer
"Name: Candidate_1290. Experience: 13 years. Skills: Java, Spring. Education: Diploma in CS.",Backend Developer
"Name: Candidate_1291. Experience: 3 years. Skills: JavaScript, React. Education: MCA.",Virtual Assistant
"Name: Candidate_1292. Experience: 13 years. Skills: Node.js, MongoDB. Education: MCA.",Backend Developer
"Name: Candidate_1293. Experience: 11 years. Skills: Python, SQL, ML. Education: M.Tech.",Data Analyst
"Name: Candidate_1294. Experience: 6 years. Skills: Angular, TypeScript. Education: MBA.",Embedded Engineer
"Name: Candidate_1295. Experience: 7 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_1296. Experience: 8 years. Skills: Java, Spring. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1297. Experience: 6 years. Skills: Excel, Admin. Education: Diploma in CS.",Backend Developer
"Name: Candidate_1298. Experience: 1 years. Skills: R, Statistics. Education: BCA.",Backend Developer
"Name: Candidate_1299. Experience: 3 years. Skills: C++, IoT. Education: B.Sc in IT.",Product Manager
"Name: Candidate_1300. Experience: 3 years. Skills: JavaScript, React. Education: B.Com.",Backend Developer
"Name: Candidate_1301. Experience: 14 years. Skills: Excel, Admin. Education: BCA.",DevOps Engineer
"Name: Candidate_1302. Experience: 15 years. Skills: Python, SQL, ML. Education: MBA.",Backend Developer
"Name: Candidate_1303. Experience: 7 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1304. Experience: 9 years. Skills: AWS, DevOps. Education: B.Com.",Product Manager
"Name: Candidate_1305. Experience: 15 years. Skills: AWS, DevOps. Education: MBA.",Frontend Developer
"Name: Candidate_1306. Experience: 10 years. Skills: Angular, TypeScript. Education: BCA.",Product Manager
"Name: Candidate_1307. Experience: 0 years. Skills: JavaScript, React. Education: MCA.",Data Analyst
"Name: Candidate_1308. Experience: 3 years. Skills: JavaScript, React. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1309. Experience: 1 years. Skills: Java, Spring. Education: MCA.",Data Scientist
"Name: Candidate_1310. Experience: 14 years. Skills: Angular, TypeScript. Education: MCA.",Virtual Assistant
"Name: Candidate_1311. Experience: 7 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_1312. Experience: 0 years. Skills: AWS, DevOps. Education: MCA.",DevOps Engineer
"Name: Candidate_1313. Experience: 5 years. Skills: Excel, Admin. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_1314. Experience: 6 years. Skills: PHP, Laravel. Education: MCA.",Virtual Assistant
"Name: Candidate_1315. Experience: 1 years. Skills: R, Statistics. Education: BCA.",Frontend Developer
"Name: Candidate_1316. Experience: 3 years. Skills: Excel, Admin. Education: Diploma in CS.",Data Scientist
"Name: Candidate_1317. Experience: 14 years. Skills: C++, IoT. Education: Diploma in CS.",Product Manager
"Name: Candidate_1318. Experience: 2 years. Skills: Java, Spring. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_1319. Experience: 2 years. Skills: Excel, Admin. Education: BCA.",Data Scientist
"Name: Candidate_1320. Experience: 5 years. Skills: R, Statistics. Education: BCA.",Embedded Engineer
"Name: Candidate_1321. Experience: 13 years. Skills: JavaScript, React. Education: BCA.",DevOps Engineer
"Name: Candidate_1322. Experience: 11 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_1323. Experience: 15 years. Skills: R, Statistics. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1324. Experience: 8 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_1325. Experience: 5 years. Skills: JavaScript, React. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1326. Experience: 4 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1327. Experience: 12 years. Skills: R, Statistics. Education: MBA.",Frontend Developer
"Name: Candidate_1328. Experience: 1 years. Skills: Python, SQL, ML. Education: B.Com.",Data Analyst
"Name: Candidate_1329. Experience: 11 years. Skills: JavaScript, React. Education: Diploma in CS.",Product Manager
"Name: Candidate_1330. Experience: 12 years. Skills: C++, IoT. Education: MBA.",Backend Developer
"Name: Candidate_1331. Experience: 6 years. Skills: C++, IoT. Education: M.Tech.",Embedded Engineer
"Name: Candidate_1332. Experience: 8 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_1333. Experience: 11 years. Skills: Java, Spring. Education: MBA.",Data Analyst
"Name: Candidate_1334. Experience: 13 years. Skills: Java, Spring. Education: M.Tech.",DevOps Engineer
"Name: Candidate_1335. Experience: 2 years. Skills: R, Statistics. Education: MCA.",Virtual Assistant
"Name: Candidate_1336. Experience: 5 years. Skills: Excel, Admin. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1337. Experience: 15 years. Skills: AWS, DevOps. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1338. Experience: 3 years. Skills: AWS, DevOps. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_1339. Experience: 0 years. Skills: PHP, Laravel. Education: BCA.",Embedded Engineer
"Name: Candidate_1340. Experience: 11 years. Skills: Angular, TypeScript. Education: B.Com.",Data Scientist
"Name: Candidate_1341. Experience: 9 years. Skills: PHP, Laravel. Education: MCA.",Data Scientist
"Name: Candidate_1342. Experience: 7 years. Skills: PHP, Laravel. Education: M.Tech.",Backend Developer
"Name: Candidate_1343. Experience: 12 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1344. Experience: 1 years. Skills: C++, IoT. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1345. Experience: 5 years. Skills: PHP, Laravel. Education: M.Tech.",Data Analyst
"Name: Candidate_1346. Experience: 0 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1347. Experience: 2 years. Skills: R, Statistics. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1348. Experience: 11 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_1349. Experience: 0 years. Skills: AWS, DevOps. Education: BCA.",Virtual Assistant
"Name: Candidate_1350. Experience: 0 years. Skills: Excel, Admin. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1351. Experience: 0 years. Skills: Java, Spring. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_1352. Experience: 5 years. Skills: C++, IoT. Education: M.Tech.",Data Scientist
"Name: Candidate_1353. Experience: 14 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1354. Experience: 3 years. Skills: PHP, Laravel. Education: MBA.",Data Analyst
"Name: Candidate_1355. Experience: 7 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_1356. Experience: 13 years. Skills: C++, IoT. Education: MBA.",Virtual Assistant
"Name: Candidate_1357. Experience: 6 years. Skills: C++, IoT. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1358. Experience: 15 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_1359. Experience: 11 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Product Manager
"Name: Candidate_1360. Experience: 14 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1361. Experience: 11 years. Skills: Excel, Admin. Education: B.Com.",Backend Developer
"Name: Candidate_1362. Experience: 6 years. Skills: Excel, Admin. Education: M.Tech.",Backend Developer
"Name: Candidate_1363. Experience: 10 years. Skills: Excel, Admin. Education: MBA.",Backend Developer
"Name: Candidate_1364. Experience: 2 years. Skills: Excel, Admin. Education: MCA.",Data Analyst
"Name: Candidate_1365. Experience: 11 years. Skills: C++, IoT. Education: M.Tech.",Backend Developer
"Name: Candidate_1366. Experience: 10 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Data Scientist
"Name: Candidate_1367. Experience: 11 years. Skills: C++, IoT. Education: MBA.",Data Analyst
"Name: Candidate_1368. Experience: 11 years. Skills: Angular, TypeScript. Education: MCA.",Data Analyst
"Name: Candidate_1369. Experience: 14 years. Skills: Excel, Admin. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1370. Experience: 0 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_1371. Experience: 13 years. Skills: PHP, Laravel. Education: Diploma in CS.",Product Manager
"Name: Candidate_1372. Experience: 11 years. Skills: Excel, Admin. Education: B.Com.",Data Analyst
"Name: Candidate_1373. Experience: 15 years. Skills: R, Statistics. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1374. Experience: 12 years. Skills: C++, IoT. Education: BCA.",Frontend Developer
"Name: Candidate_1375. Experience: 13 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1376. Experience: 14 years. Skills: Node.js, MongoDB. Education: B.Com.",Data Analyst
"Name: Candidate_1377. Experience: 1 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1378. Experience: 2 years. Skills: PHP, Laravel. Education: BCA.",DevOps Engineer
"Name: Candidate_1379. Experience: 8 years. Skills: Java, Spring. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1380. Experience: 4 years. Skills: R, Statistics. Education: MBA.",Product Manager
"Name: Candidate_1381. Experience: 12 years. Skills: Python, SQL, ML. Education: B.Com.",Backend Developer
